,gross,date_c,name,rate,budget,Director,length,actors,open_week,year,genre,rating,audience,First_Week
2175,"$142,356","R,1997-02-28",Hard Eight,"7.3 based on 30,314 user ratings","$3,000,000",Paul Thomas Anderson,101M,"Philip Baker Hall,John C. Reilly,Gwyneth Paltrow","         $69,486        

      (USA)
      ",1996,"Crime,Drama",7.3,"30,314"," $69,486"
2177,"$732,241","R,2003-05-16",The Shape of Things,"6.7 based on 9,922 user ratings","$4,000,000",Neil LaBute,96M,"Paul Rudd,Rachel Weisz,Gretchen Mol","         $173,246        

      (USA)
      ",2003,"Comedy,Drama,Romance",6.7,"9,922"," $173,246"
2178,"$9,714,482","R,1997-01-17",Everyone Says I Love You,"6.8 based on 31,224 user ratings","$20,000,000",Woody Allen,101M,"Woody Allen,Goldie Hawn,Julia Roberts","         $131,678        

      (USA)
      ",1996,"Comedy,Musical,Romance",6.8,"31,224"," $131,678"
2180,"$431,326","R,1996-07-26",Manny & Lo,"6.7 based on 1,529 user ratings","$500,000",Lisa Krueger,88M,"Scarlett Johansson,Aleksa Palladino,Mary Kay Place","         $18,665        

      (USA)
      ",1996,"Comedy,Drama",6.7,"1,529"," $18,665"
2181,"$139,500","R,2001-05-24",Tigerland,"7.0 based on 34,164 user ratings","$10,000,000",Joel Schumacher,101M,"Colin Farrell,Matthew Davis,Clifton Collins Jr.","         $26,715        

      (USA)
      ",2000,"Drama,War",7.0,"34,164"," $26,715"
2186,"$8,735,529","PG-13,2000-03-24",Whatever It Takes,"5.5 based on 8,304 user ratings","$32,000,000",David Raynr,94M,"Shane West,Marla Sokoloff,Jodi Lyn O'Keefe","         $4,104,298        

      (USA)
      ",2000,"Comedy,Drama,Romance",5.5,"8,304"," $4,104,298"
2187,"$45,542,421","G,2000-02-11",The Tigger Movie,"6.3 based on 13,945 user ratings","$30,000,000",Jun Falkenstein,77M,"Jim Cummings,Nikita Hopkins,Ken Sansom","         $9,427,532        

      (USA)
      ",2000,"Animation,Comedy,Drama",6.3,"13,945"," $9,427,532"
2188,"$37,036,404","PG-13,2000-04-14",Keeping the Faith,"6.4 based on 45,791 user ratings","$29,000,000",Edward Norton,128M,"Ben Stiller,Edward Norton,Jenna Elfman","         $8,078,671        

      (USA)
      ",2000,"Comedy,Drama,Romance",6.4,"45,791"," $8,078,671"
2189,"$589,424","R,2002-10-18",Below,"6.2 based on 18,513 user ratings","$40,000,000",David Twohy,105M,"Bruce Greenwood,David Crow,Matthew Davis","         $201,431        

      (USA)
      ",2002,"Horror,Mystery,Thriller",6.2,"18,513"," $201,431"
2190,"$11,900,000","R,1999-01-15",In Dreams,"5.5 based on 11,213 user ratings","$30,000,000",Neil Jordan,100M,"Annette Bening,Robert Downey Jr.,Katie Sagona","         $4,593,872        

      (USA)
      ",1999,"Drama,Fantasy,Thriller",5.5,"11,213"," $4,593,872"
2191,"$10,660,147","R,2000-01-21",The End of the Affair,"7.2 based on 18,371 user ratings","$23,000,000",Neil Jordan,102M,"Ralph Fiennes,Julianne Moore,Stephen Rea","         $198,535        

      (USA)
      ",1999,"Drama,Romance",7.2,"18,371"," $198,535"
